Stock_Symbol,Sector,Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Sentiment_Score,Sentiment_Label,Institutional_Buy_pct,Retail_Buy_pct,Foreign_Buy_pct,Volatility_pct,Daily_Return_pct
ICICI,Banking,2023-01-25,2489.39,2495.18,2497.18,2478.69,1745491,-0.24,Negative,39.56,17.47,20.19,0.743,0.233
ICICI,Banking,2023-01-26,2495.79,2481.46,2499.57,2476.31,851606,0.025,Neutral,47.9,24.29,23.4,0.932,-0.574
ICICI,Banking,2023-01-27,2492.19,2482.94,2505.35,2474.77,1718415,0.765,Positive,57.0,58.27,33.59,1.227,-0.371
ICICI,Banking,2023-01-28,2481.91,2482.56,2494.39,2471.09,1552373,0.823,Positive,44.91,57.62,15.3,0.939,0.026
ICICI,Banking,2023-01-29,2465.41,2468.96,2483.42,2462.27,1562533,-0.89,Negative,22.34,12.77,66.34,0.858,0.144
ICICI,Banking,2023-01-30,2459.38,2442.96,2460.66,2439.48,1891937,0.832,Positive,16.67,29.89,69.39,0.861,-0.668
ICICI,Banking,2023-01-31,2472.99,2461.12,2478.09,2452.68,1215584,-0.955,Negative,45.24,25.65,66.19,1.028,-0.48
ICICI,Banking,2023-02-01,2472.6,2495.69,2496.89,2458.28,963479,-0.624,Negative,31.4,56.05,59.52,1.562,0.934
ICICI,Banking,2023-02-02,2495.15,2484.22,2501.43,2469.49,1202246,0.821,Positive,29.86,55.0,69.43,1.28,-0.438
ICICI,Banking,2023-02-03,2486.56,2472.95,2488.92,2458.27,62852,-0.958,Negative,17.05,52.56,52.66,1.233,-0.547
ICICI,Banking,2023-02-04,2460.59,2462.53,2473.5,2455.89,1332548,0.222,Positive,28.1,21.91,41.91,0.716,0.079
ICICI,Banking,2023-02-05,2499.64,2492.42,2511.19,2486.24,1050594,0.894,Positive,2.35,23.71,35.2,0.998,-0.289
ICICI,Banking,2023-02-06,2481.44,2502.34,2506.16,2468.24,1813618,-0.885,Negative,23.31,14.51,69.43,1.528,0.842
ICICI,Banking,2023-02-07,2466.76,2459.89,2474.55,2449.26,1642541,0.39,Positive,55.79,30.93,56.22,1.025,-0.279
ICICI,Banking,2023-02-08,2482.29,2466.35,2496.02,2457.3,1324769,0.846,Positive,43.02,19.94,59.09,1.56,-0.642
ICICI,Banking,2023-02-09,2497.82,2521.82,2525.14,2487.43,1643808,0.005,Neutral,59.57,26.43,10.89,1.51,0.961
ICICI,Banking,2023-02-10,2475.09,2492.39,2499.72,2472.78,1959756,0.22,Positive,39.44,8.2,23.07,1.088,0.699
ICICI,Banking,2023-02-11,2497.58,2510.98,2516.69,2495.01,1374633,-0.561,Negative,55.67,62.21,33.47,0.868,0.537
ICICI,Banking,2023-02-12,2495.06,2478.13,2508.65,2476.83,1268928,0.904,Positive,49.92,55.83,0.53,1.275,-0.679
ICICI,Banking,2023-02-13,2486.03,2462.76,2488.14,2451.1,1426838,-0.854,Negative,51.42,7.99,66.19,1.49,-0.936
ICICI,Banking,2023-02-14,2461.86,2478.16,2485.73,2457.73,1549840,-0.348,Negative,15.9,12.26,60.59,1.137,0.662
ICICI,Banking,2023-02-15,2507.68,2514.74,2522.15,2499.57,1797590,-0.381,Negative,26.91,57.42,18.98,0.9,0.282
ICICI,Banking,2023-02-16,2499.55,2504.81,2512.44,2486.5,1949262,0.419,Positive,63.54,40.46,61.49,1.038,0.21
ICICI,Banking,2023-02-17,2484.05,2498.57,2502.45,2474.96,1888954,0.135,Neutral,38.04,68.3,63.03,1.107,0.585
ICICI,Banking,2023-02-18,2460.19,2445.3,2473.99,2445.2,795655,-0.39,Negative,18.91,13.28,60.3,1.17,-0.605
ICICI,Banking,2023-02-19,2507.39,2527.08,2537.18,2503.45,1402150,-0.955,Negative,9.8,60.11,32.08,1.345,0.785
ICICI,Banking,2023-02-20,2469.45,2471.32,2478.52,2456.27,40762,0.985,Positive,32.64,54.5,38.85,0.901,0.076
ICICI,Banking,2023-02-21,2473.56,2494.67,2505.05,2465.2,1597516,0.861,Positive,5.3,57.79,43.77,1.611,0.853
ICICI,Banking,2023-02-22,2480.75,2481.45,2488.72,2472.98,771191,0.562,Positive,6.33,23.92,2.62,0.634,0.028
ICICI,Banking,2023-02-23,2511.87,2493.85,2518.73,2479.01,1362855,0.226,Positive,65.01,35.04,47.92,1.581,-0.717
ICICI,Banking,2023-02-24,2484.53,2508.98,2518.75,2482.12,1429393,-0.433,Negative,51.4,3.1,59.63,1.474,0.984
ICICI,Banking,2023-02-25,2465.96,2458.08,2472.47,2456.21,151298,-0.455,Negative,28.62,59.04,18.02,0.659,-0.32
ICICI,Banking,2023-02-26,2481.71,2469.64,2485.41,2457.62,193065,-0.121,Neutral,32.21,40.94,20.89,1.12,-0.486
ICICI,Banking,2023-02-27,2476.02,2492.4,2503.49,2464.68,457846,0.674,Positive,3.6,2.77,41.42,1.567,0.662
ICICI,Banking,2023-02-28,2482.49,2462.25,2494.07,2460.12,805551,-0.528,Negative,62.09,49.42,37.1,1.368,-0.815
ICICI,Banking,2023-03-01,2506.61,2499.15,2515.32,2484.46,141041,0.558,Positive,27.52,24.17,1.36,1.231,-0.298
ICICI,Banking,2023-03-02,2510.08,2503.76,2518.9,2494.34,339893,-0.311,Negative,24.52,54.68,4.3,0.978,-0.252
ICICI,Banking,2023-03-03,2502.09,2486.53,2514.81,2484.84,626183,0.403,Positive,38.02,49.05,46.0,1.198,-0.622
ICICI,Banking,2023-03-04,2468.07,2491.92,2505.68,2462.95,150418,-0.419,Negative,29.84,35.81,60.99,1.731,0.966
ICICI,Banking,2023-03-05,2514.6,2532.1,2535.85,2513.99,1918898,0.837,Positive,15.01,48.93,13.12,0.869,0.696
ICICI,Banking,2023-03-06,2496.05,2511.23,2515.77,2495.06,231531,0.735,Positive,3.38,42.27,63.79,0.83,0.608
ICICI,Banking,2023-03-07,2463.02,2480.42,2493.15,2453.42,1370604,0.325,Positive,17.68,43.9,7.19,1.613,0.706
ICICI,Banking,2023-03-08,2481.17,2485.07,2492.94,2475.14,710195,-0.969,Negative,60.57,34.71,2.31,0.717,0.157
ICICI,Banking,2023-03-09,2517.33,2500.19,2531.54,2495.3,44270,0.484,Positive,10.37,7.84,0.26,1.44,-0.681
ICICI,Banking,2023-03-10,2486.93,2510.18,2525.16,2484.31,1291832,0.798,Positive,68.56,43.99,46.1,1.643,0.935
ICICI,Banking,2023-03-11,2477.35,2469.45,2484.35,2465.54,353826,0.91,Positive,49.43,4.5,44.95,0.759,-0.319
ICICI,Banking,2023-03-12,2510.89,2534.93,2546.15,2504.76,1173227,0.177,Neutral,32.05,33.63,57.44,1.648,0.957
ICICI,Banking,2023-03-13,2481.96,2493.66,2497.2,2473.07,1976492,0.809,Positive,50.15,44.74,10.93,0.972,0.471
ICICI,Banking,2023-03-14,2471.74,2485.2,2485.79,2457.48,1647790,0.613,Positive,41.52,23.63,58.49,1.145,0.545
ICICI,Banking,2023-03-15,2489.26,2480.3,2498.96,2475.47,1616059,0.825,Positive,28.8,50.14,27.12,0.944,-0.36
ICICI,Banking,2023-03-16,2471.99,2477.47,2482.7,2471.55,449099,-0.811,Negative,13.13,5.03,30.55,0.451,0.222
ICICI,Banking,2023-03-17,2461.44,2468.79,2473.49,2448.7,1457943,-0.845,Negative,44.76,38.79,50.62,1.007,0.299
ICICI,Banking,2023-03-18,2483.72,2474.69,2493.88,2473.25,1542338,0.354,Positive,30.12,13.12,62.92,0.831,-0.364
ICICI,Banking,2023-03-19,2472.16,2485.59,2486.67,2467.32,493410,0.57,Positive,24.99,49.7,53.89,0.783,0.543
ICICI,Banking,2023-03-20,2458.45,2442.24,2472.99,2429.43,1723176,0.542,Positive,46.72,9.43,5.33,1.772,-0.659
ICICI,Banking,2023-03-21,2465.62,2451.03,2470.09,2440.27,240435,-0.147,Neutral,44.65,51.93,36.1,1.209,-0.592
ICICI,Banking,2023-03-22,2464.79,2476.7,2488.13,2454.84,290080,-0.47,Negative,22.88,41.5,28.57,1.351,0.483
ICICI,Banking,2023-03-23,2486.42,2468.72,2495.04,2458.9,430336,0.107,Neutral,34.13,49.83,10.42,1.453,-0.712
ICICI,Banking,2023-03-24,2500.71,2504.15,2515.14,2489.88,1854990,0.31,Positive,9.38,16.54,20.02,1.01,0.138
ICICI,Banking,2023-03-25,2478.65,2471.53,2486.22,2469.67,1496617,-0.555,Negative,52.12,36.6,56.41,0.668,-0.287
ICICI,Banking,2023-03-26,2507.46,2495.58,2516.96,2480.82,363351,-0.456,Negative,2.78,20.65,25.89,1.441,-0.474
ICICI,Banking,2023-03-27,2490.13,2501.14,2511.88,2477.94,1046423,0.481,Positive,57.57,5.12,60.21,1.363,0.442
ICICI,Banking,2023-03-28,2491.01,2482.48,2498.21,2467.74,1749730,0.845,Positive,36.35,29.52,12.9,1.223,-0.342
ICICI,Banking,2023-03-29,2496.77,2520.28,2533.37,2491.93,1835038,-0.418,Negative,41.74,15.58,44.17,1.66,0.942
ICICI,Banking,2023-03-30,2471.91,2482.49,2495.83,2462.63,1424493,-0.407,Negative,55.5,33.37,37.45,1.343,0.428
ICICI,Banking,2023-03-31,2504.96,2495.77,2511.13,2487.92,310701,0.225,Positive,16.06,3.19,59.0,0.927,-0.367
ICICI,Banking,2023-04-01,2461.75,2454.06,2470.2,2445.89,1437894,-0.715,Negative,25.3,17.83,48.95,0.988,-0.312
ICICI,Banking,2023-04-02,2495.8,2473.9,2501.91,2466.89,216151,0.694,Positive,4.12,63.66,31.27,1.403,-0.877
ICICI,Banking,2023-04-03,2478.45,2457.24,2479.42,2444.57,1332363,0.918,Positive,33.59,48.34,2.77,1.406,-0.856
ICICI,Banking,2023-04-04,2482.25,2501.26,2504.17,2468.11,1351922,-0.588,Negative,57.75,11.57,1.1,1.453,0.766
ICICI,Banking,2023-04-05,2479.69,2482.88,2496.85,2479.0,267402,-0.61,Negative,15.28,50.37,46.35,0.72,0.129
ICICI,Banking,2023-04-06,2501.12,2476.63,2509.67,2463.0,138264,0.325,Positive,3.02,16.0,54.42,1.866,-0.979
ICICI,Banking,2023-04-07,2496.98,2483.48,2499.89,2470.19,1822391,-0.896,Negative,31.22,49.09,44.01,1.189,-0.541
ICICI,Banking,2023-04-08,2502.78,2495.78,2509.47,2488.1,655706,-0.034,Neutral,41.62,38.93,47.62,0.854,-0.28
ICICI,Banking,2023-04-09,2472.18,2491.96,2506.27,2459.07,1093661,-0.887,Negative,11.25,35.1,23.4,1.909,0.8
ICICI,Banking,2023-04-10,2479.18,2501.72,2514.7,2474.94,1545854,0.238,Positive,59.44,22.1,53.28,1.604,0.909
ICICI,Banking,2023-04-11,2508.0,2511.2,2522.03,2498.02,1021098,-0.373,Negative,61.42,36.87,31.6,0.957,0.128
ICICI,Banking,2023-04-12,2518.02,2536.37,2538.42,2505.4,1796404,0.287,Positive,61.38,12.39,11.93,1.311,0.729
ICICI,Banking,2023-04-13,2510.04,2506.43,2515.37,2497.14,280886,0.554,Positive,37.6,27.68,13.12,0.726,-0.144
ICICI,Banking,2023-04-14,2465.97,2462.15,2470.64,2447.17,1416359,-0.571,Negative,1.27,60.62,22.53,0.952,-0.155
ICICI,Banking,2023-04-15,2458.49,2435.24,2461.8,2427.31,1867075,0.101,Neutral,58.97,11.08,42.86,1.403,-0.946
ICICI,Banking,2023-04-16,2503.27,2512.04,2516.57,2491.88,494861,-0.83,Negative,16.74,62.95,52.69,0.986,0.35
ICICI,Banking,2023-04-17,2474.72,2490.36,2498.56,2464.35,835119,-0.133,Neutral,18.98,46.08,29.49,1.382,0.632
ICICI,Banking,2023-04-18,2493.8,2471.14,2503.14,2458.59,1168509,0.364,Positive,27.5,6.81,17.76,1.786,-0.909
ICICI,Banking,2023-04-19,2468.31,2455.24,2471.32,2443.82,936334,0.101,Neutral,52.66,27.44,31.35,1.114,-0.53
ICICI,Banking,2023-04-20,2477.66,2479.12,2489.2,2469.76,1184380,0.366,Positive,34.24,65.23,67.4,0.785,0.059
ICICI,Banking,2023-04-21,2485.93,2481.08,2488.25,2479.95,1961143,-0.631,Negative,67.71,52.17,39.25,0.334,-0.195
ICICI,Banking,2023-04-22,2516.46,2519.16,2529.47,2507.68,1820501,-0.015,Neutral,16.56,6.79,2.12,0.866,0.107
ICICI,Banking,2023-04-23,2487.08,2484.91,2495.0,2470.45,1475038,0.091,Neutral,68.95,61.44,51.54,0.987,-0.087
ICICI,Banking,2023-04-24,2485.48,2481.47,2491.49,2481.06,613566,0.516,Positive,5.85,19.0,63.56,0.42,-0.161
ICICI,Banking,2023-04-25,2510.88,2488.34,2512.27,2479.44,1342867,0.059,Neutral,21.64,25.92,66.73,1.308,-0.898
ICICI,Banking,2023-04-26,2465.33,2450.28,2472.17,2444.19,1485523,-0.718,Negative,27.52,69.77,53.35,1.135,-0.61
ICICI,Banking,2023-04-27,2491.73,2483.8,2501.48,2479.15,1842347,0.349,Positive,28.26,35.4,42.98,0.896,-0.318
ICICI,Banking,2023-04-28,2498.11,2474.5,2508.13,2465.09,1192482,-0.047,Neutral,47.26,66.54,16.64,1.723,-0.945
ICICI,Banking,2023-04-29,2462.56,2442.9,2467.18,2441.92,1930123,-0.529,Negative,10.22,58.64,51.75,1.026,-0.798
ICICI,Banking,2023-04-30,2462.49,2471.66,2486.18,2454.23,1529027,-0.879,Negative,11.49,24.73,68.61,1.297,0.372
ICICI,Banking,2023-05-01,2484.39,2504.2,2507.02,2478.6,895433,-0.309,Negative,61.51,12.99,39.42,1.144,0.797
ICICI,Banking,2023-05-02,2486.02,2502.25,2511.02,2484.42,1725484,-0.087,Neutral,34.75,15.58,17.47,1.07,0.653
ICICI,Banking,2023-05-03,2476.92,2452.88,2481.29,2445.06,648329,-0.514,Negative,7.61,37.97,38.61,1.463,-0.971
ICICI,Banking,2023-05-04,2471.63,2489.99,2494.27,2458.79,944377,-0.688,Negative,39.34,1.6,53.3,1.435,0.743
ICICI,Banking,2023-05-05,2492.64,2515.19,2527.78,2482.39,482860,-0.06,Neutral,41.84,3.39,69.59,1.821,0.905
ICICI,Banking,2023-05-06,2461.79,2463.5,2471.43,2450.37,1340182,0.215,Positive,20.58,48.9,35.1,0.855,0.069
ICICI,Banking,2023-05-07,2477.17,2459.26,2482.27,2450.11,1750373,-0.746,Negative,20.45,11.11,54.67,1.298,-0.723
ICICI,Banking,2023-05-08,2466.36,2441.78,2467.33,2438.4,1725530,-0.577,Negative,36.71,4.32,14.3,1.173,-0.997
ICICI,Banking,2023-05-09,2485.73,2499.62,2502.77,2479.31,942499,0.152,Neutral,27.9,20.72,19.42,0.944,0.559
ICICI,Banking,2023-05-10,2490.66,2503.95,2518.26,2483.32,1875076,0.41,Positive,35.5,8.88,16.43,1.403,0.534
ICICI,Banking,2023-05-11,2504.31,2519.7,2531.76,2489.99,1913079,0.387,Positive,61.62,20.94,42.46,1.668,0.615
ICICI,Banking,2023-05-12,2506.8,2518.63,2526.05,2502.78,1649483,0.928,Positive,31.19,28.39,51.03,0.928,0.472
ICICI,Banking,2023-05-13,2515.19,2495.97,2518.22,2495.3,1386248,-0.778,Negative,26.77,44.3,69.54,0.911,-0.764
ICICI,Banking,2023-05-14,2493.98,2472.56,2495.65,2459.51,819307,-0.244,Negative,36.81,57.44,34.93,1.449,-0.859
ICICI,Banking,2023-05-15,2459.66,2449.05,2466.14,2447.44,1067142,-0.15,Neutral,59.5,9.15,62.47,0.76,-0.431
ICICI,Banking,2023-05-16,2488.04,2463.41,2493.96,2460.43,384260,0.304,Positive,23.69,63.43,3.05,1.348,-0.99
ICICI,Banking,2023-05-17,2517.65,2531.73,2542.09,2504.41,1340234,0.227,Positive,22.67,2.19,34.13,1.497,0.559
ICICI,Banking,2023-05-18,2510.35,2486.8,2511.05,2484.89,1164324,-0.404,Negative,42.51,48.46,14.07,1.042,-0.938
ICICI,Banking,2023-05-19,2481.64,2468.83,2488.36,2456.12,454730,-0.821,Negative,6.31,29.25,5.72,1.299,-0.516
ICICI,Banking,2023-05-20,2469.72,2463.02,2478.03,2460.51,843379,-0.653,Negative,9.01,41.96,25.5,0.709,-0.271
ICICI,Banking,2023-05-21,2475.86,2477.39,2478.66,2475.62,736576,-0.964,Negative,51.85,18.57,40.56,0.123,0.062
ICICI,Banking,2023-05-22,2471.47,2487.41,2496.31,2463.77,523936,-0.672,Negative,32.73,39.97,20.44,1.317,0.645
ICICI,Banking,2023-05-23,2502.84,2508.16,2516.62,2498.69,1855112,0.959,Positive,69.7,1.47,48.56,0.716,0.213
ICICI,Banking,2023-05-24,2478.2,2485.9,2492.67,2474.68,1450760,0.742,Positive,58.3,7.98,9.56,0.726,0.311
ICICI,Banking,2023-05-25,2468.25,2474.76,2480.98,2466.51,1504976,-0.1,Neutral,21.36,3.26,54.67,0.586,0.264
ICICI,Banking,2023-05-26,2466.44,2484.96,2490.73,2456.71,386659,-0.888,Negative,41.91,5.88,39.37,1.379,0.751
ICICI,Banking,2023-05-27,2510.94,2521.48,2532.76,2498.11,1996035,-0.7,Negative,67.58,8.69,57.42,1.38,0.42
ICICI,Banking,2023-05-28,2513.74,2501.43,2522.07,2500.5,1672101,0.908,Positive,16.02,53.2,0.38,0.858,-0.49
ICICI,Banking,2023-05-29,2475.89,2499.89,2502.32,2470.34,1546345,0.214,Positive,38.57,17.52,50.6,1.292,0.969
ICICI,Banking,2023-05-30,2475.05,2492.29,2502.48,2467.93,1106145,0.315,Positive,47.07,39.27,21.35,1.396,0.697
ICICI,Banking,2023-05-31,2493.95,2495.58,2498.64,2481.62,1358526,0.047,Neutral,20.9,56.02,29.94,0.682,0.065
ICICI,Banking,2023-06-01,2510.16,2520.57,2529.5,2501.73,1446448,-0.219,Negative,34.06,57.87,31.3,1.106,0.415
ICICI,Banking,2023-06-02,2458.49,2457.23,2466.21,2442.56,1422614,-0.331,Negative,30.01,35.42,28.17,0.962,-0.051
ICICI,Banking,2023-06-03,2514.67,2525.44,2534.12,2514.25,235061,-0.647,Negative,57.98,11.94,44.34,0.79,0.428
ICICI,Banking,2023-06-04,2507.72,2489.82,2514.79,2477.0,686491,0.14,Neutral,30.92,31.34,69.09,1.507,-0.714
ICICI,Banking,2023-06-05,2466.24,2453.36,2475.31,2453.23,592051,0.563,Positive,55.97,38.18,52.1,0.895,-0.522
ICICI,Banking,2023-06-06,2494.7,2481.13,2508.45,2467.3,315966,-0.824,Negative,17.65,34.47,46.49,1.649,-0.544
ICICI,Banking,2023-06-07,2499.63,2523.64,2529.87,2487.49,269636,-0.181,Neutral,2.06,6.13,39.48,1.695,0.961
ICICI,Banking,2023-06-08,2512.89,2508.26,2524.65,2500.36,1804760,0.955,Positive,30.66,40.34,65.55,0.967,-0.184
ICICI,Banking,2023-06-09,2472.02,2482.45,2496.16,2463.23,83586,-0.803,Negative,8.47,65.47,4.44,1.332,0.422
ICICI,Banking,2023-06-10,2512.92,2492.63,2515.51,2484.97,347729,-0.425,Negative,19.03,65.11,34.54,1.215,-0.807
ICICI,Banking,2023-06-11,2493.21,2510.48,2520.79,2484.07,344874,0.787,Positive,7.82,10.53,29.14,1.473,0.693
ICICI,Banking,2023-06-12,2473.16,2451.08,2481.96,2439.88,866422,0.431,Positive,28.62,56.57,64.86,1.701,-0.893
ICICI,Banking,2023-06-13,2501.26,2502.93,2512.87,2492.44,1543585,0.623,Positive,52.98,47.05,53.83,0.817,0.067
ICICI,Banking,2023-06-14,2491.81,2481.0,2495.82,2470.58,1927546,0.95,Positive,23.25,28.04,37.01,1.013,-0.434
ICICI,Banking,2023-06-15,2501.57,2491.63,2501.64,2485.75,962728,0.686,Positive,62.59,34.68,67.39,0.635,-0.397
ICICI,Banking,2023-06-16,2498.63,2523.49,2535.88,2490.55,1928504,-0.085,Neutral,53.55,56.49,18.61,1.814,0.995
ICICI,Banking,2023-06-17,2461.07,2467.6,2478.18,2452.2,868191,0.057,Neutral,9.17,25.66,36.65,1.056,0.265
ICICI,Banking,2023-06-18,2508.53,2502.16,2521.91,2497.66,633845,0.068,Neutral,38.96,54.36,58.66,0.967,-0.254
ICICI,Banking,2023-06-19,2500.84,2491.74,2510.42,2488.28,99204,-0.422,Negative,1.97,29.38,67.62,0.885,-0.364
ICICI,Banking,2023-06-20,2465.69,2467.22,2478.93,2457.06,1594138,-0.229,Negative,1.21,24.25,62.24,0.887,0.062
ICICI,Banking,2023-06-21,2509.21,2515.71,2523.73,2499.65,807445,0.569,Positive,17.53,13.55,28.75,0.96,0.259
ICICI,Banking,2023-06-22,2462.25,2482.85,2496.33,2455.23,1469694,0.811,Positive,42.41,41.21,52.1,1.669,0.837
ICICI,Banking,2023-06-23,2464.52,2454.26,2464.86,2453.67,1164953,0.438,Positive,52.84,8.2,22.63,0.454,-0.416
ICICI,Banking,2023-06-24,2478.74,2468.7,2478.84,2457.79,202036,-0.489,Negative,18.19,21.83,43.05,0.849,-0.405
ICICI,Banking,2023-06-25,2515.36,2535.03,2546.0,2507.1,256241,0.636,Positive,41.45,24.73,39.64,1.546,0.782
ICICI,Banking,2023-06-26,2462.35,2448.85,2469.72,2436.22,676365,-0.536,Negative,37.37,43.12,12.39,1.36,-0.548
ICICI,Banking,2023-06-27,2463.87,2468.28,2468.44,2460.2,1403585,0.219,Positive,62.15,10.33,45.48,0.334,0.179
ICICI,Banking,2023-06-28,2480.07,2492.75,2500.79,2474.72,105362,0.046,Neutral,63.35,19.32,63.32,1.051,0.511
ICICI,Banking,2023-06-29,2473.1,2464.12,2478.54,2456.99,626349,-0.167,Neutral,68.12,19.59,44.85,0.871,-0.363
ICICI,Banking,2023-06-30,2498.05,2506.95,2510.37,2494.4,1988629,-0.136,Neutral,8.79,18.53,14.33,0.639,0.356
ICICI,Banking,2023-07-01,2466.52,2471.37,2485.58,2464.66,782881,-0.03,Neutral,37.3,18.62,50.76,0.848,0.197
ICICI,Banking,2023-07-02,2499.38,2506.02,2520.7,2492.13,58989,0.939,Positive,64.04,59.39,39.47,1.143,0.266
ICICI,Banking,2023-07-03,2501.94,2503.64,2510.4,2498.89,547886,-0.537,Negative,28.52,46.12,19.45,0.46,0.068
ICICI,Banking,2023-07-04,2466.33,2456.06,2473.07,2455.53,595689,-0.324,Negative,30.83,43.26,9.28,0.711,-0.416
ICICI,Banking,2023-07-05,2509.81,2516.65,2520.0,2497.12,77798,-0.217,Negative,11.93,48.18,8.22,0.912,0.273
ICICI,Banking,2023-07-06,2473.7,2494.85,2508.84,2463.53,24136,-0.679,Negative,15.55,60.52,32.39,1.832,0.855
ICICI,Banking,2023-07-07,2503.48,2500.91,2503.57,2487.29,240252,0.755,Positive,35.86,13.82,52.73,0.65,-0.103
ICICI,Banking,2023-07-08,2487.55,2494.36,2497.94,2479.29,1948591,0.4,Positive,22.47,28.07,43.24,0.75,0.274
ICICI,Banking,2023-07-09,2512.7,2492.23,2527.06,2480.57,1794926,-0.169,Neutral,52.06,21.29,22.26,1.85,-0.815
ICICI,Banking,2023-07-10,2501.1,2496.96,2501.32,2482.68,1841873,0.78,Positive,35.79,42.01,59.57,0.745,-0.166
ICICI,Banking,2023-07-11,2499.27,2479.39,2501.71,2469.89,1854980,0.12,Neutral,40.82,48.08,69.08,1.273,-0.795
ICICI,Banking,2023-07-12,2486.54,2505.49,2519.85,2475.79,302827,-0.512,Negative,50.68,31.58,32.62,1.772,0.762
ICICI,Banking,2023-07-13,2468.5,2471.37,2476.62,2465.09,1152197,0.16,Neutral,57.88,49.59,9.63,0.467,0.116
ICICI,Banking,2023-07-14,2513.89,2498.52,2526.97,2486.79,1378372,-0.933,Negative,8.31,31.51,29.74,1.598,-0.611
ICICI,Banking,2023-07-15,2485.13,2499.72,2513.27,2478.33,770211,0.401,Positive,4.07,3.24,41.9,1.406,0.587
ICICI,Banking,2023-07-16,2469.03,2467.95,2474.61,2463.07,107002,-0.164,Neutral,9.46,17.56,60.06,0.467,-0.044
ICICI,Banking,2023-07-17,2515.11,2535.08,2539.77,2512.9,1815956,-0.194,Neutral,22.17,8.45,59.9,1.068,0.794
ICICI,Banking,2023-07-18,2459.22,2454.87,2472.95,2451.54,298859,-0.806,Negative,5.4,40.44,60.3,0.871,-0.177
ICICI,Banking,2023-07-19,2511.45,2510.55,2522.1,2498.3,1493666,-0.562,Negative,40.09,4.01,49.3,0.948,-0.036
ICICI,Banking,2023-07-20,2483.47,2494.08,2501.99,2478.16,1082474,-0.029,Neutral,64.47,15.49,11.68,0.96,0.427
ICICI,Banking,2023-07-21,2504.76,2509.72,2518.52,2504.42,995738,-0.627,Negative,61.63,19.21,49.56,0.563,0.198
ICICI,Banking,2023-07-22,2494.64,2493.85,2497.36,2490.18,477331,-0.074,Neutral,26.11,45.82,49.68,0.288,-0.032
ICICI,Banking,2023-07-23,2507.14,2524.72,2527.35,2505.03,809322,0.505,Positive,12.82,12.59,52.07,0.89,0.701
ICICI,Banking,2023-07-24,2480.63,2456.88,2487.72,2446.83,1610522,-0.999,Negative,4.66,10.68,7.56,1.648,-0.957
ICICI,Banking,2023-07-25,2473.64,2483.62,2486.54,2473.28,1891171,0.888,Positive,13.62,18.73,43.86,0.536,0.403
ICICI,Banking,2023-07-26,2498.32,2507.99,2522.67,2485.6,1797660,0.025,Neutral,31.47,30.62,44.14,1.484,0.387
ICICI,Banking,2023-07-27,2460.1,2456.2,2470.03,2450.04,1545207,0.422,Positive,68.88,42.67,49.32,0.813,-0.159
ICICI,Banking,2023-07-28,2489.67,2497.74,2503.3,2485.96,1073596,0.109,Neutral,59.37,35.57,42.72,0.696,0.324
ICICI,Banking,2023-07-29,2467.15,2491.97,2500.99,2462.17,234278,-0.979,Negative,23.24,54.87,11.65,1.573,1.006
ICICI,Banking,2023-07-30,2482.7,2502.37,2516.5,2479.03,834134,-0.702,Negative,7.89,9.79,59.89,1.509,0.792
ICICI,Banking,2023-07-31,2482.5,2475.59,2487.03,2461.61,693058,0.337,Positive,55.61,25.26,47.27,1.024,-0.278
ICICI,Banking,2023-08-01,2463.39,2479.25,2492.56,2452.97,858851,0.9,Positive,16.35,49.01,45.79,1.607,0.644
ICICI,Banking,2023-08-02,2479.23,2469.12,2479.52,2459.71,1618611,0.761,Positive,60.58,59.66,23.78,0.799,-0.408
ICICI,Banking,2023-08-03,2476.8,2474.22,2491.31,2467.79,1869889,-0.982,Negative,28.74,20.32,29.43,0.95,-0.104
ICICI,Banking,2023-08-04,2487.18,2477.03,2493.15,2464.66,268917,-0.479,Negative,38.84,7.17,54.38,1.145,-0.408
ICICI,Banking,2023-08-05,2466.02,2470.87,2475.79,2462.84,1450815,-0.169,Neutral,16.17,14.68,45.85,0.525,0.197
ICICI,Banking,2023-08-06,2475.88,2484.67,2489.44,2472.0,515094,0.742,Positive,66.87,11.45,2.93,0.704,0.355
ICICI,Banking,2023-08-07,2508.39,2522.37,2532.44,2493.65,410940,0.016,Neutral,24.28,48.37,62.48,1.546,0.557
ICICI,Banking,2023-08-08,2460.47,2453.78,2463.53,2449.3,1300606,-0.097,Neutral,29.43,29.56,46.47,0.578,-0.272
ICICI,Banking,2023-08-09,2467.0,2449.63,2467.81,2435.76,982431,-0.89,Negative,22.43,63.08,56.98,1.299,-0.704
ICICI,Banking,2023-08-10,2469.56,2469.86,2484.39,2465.55,1944719,-0.408,Negative,32.09,4.94,69.86,0.763,0.012
ICICI,Banking,2023-08-11,2465.71,2490.42,2494.32,2457.71,1757497,0.146,Neutral,23.77,49.31,39.18,1.485,1.002
ICICI,Banking,2023-08-12,2458.28,2476.37,2482.23,2456.39,98190,-0.568,Negative,18.34,31.8,54.7,1.051,0.736
ICICI,Banking,2023-08-13,2514.1,2520.54,2525.94,2511.87,832838,-0.03,Neutral,57.99,19.12,40.68,0.56,0.256
ICICI,Banking,2023-08-14,2479.74,2467.45,2487.19,2460.04,321898,-0.341,Negative,32.27,11.43,36.24,1.095,-0.496
